image_filename,image_class
data\cats\cat.2495.jpg,cat
data\cats\cat.750.jpg,cat
data\cats\cat.4885.jpg,cat
data\cats\cat.4935.jpg,cat
data\dogs\dog.3799.jpg,dog
data\dogs\dog.2419.jpg,dog
data\dogs\dog.1172.jpg,dog
data\dogs\dog.3612.jpg,dog
data\dogs\dog.1080.jpg,dog
data\dogs\dog.3533.jpg,dog
data\dogs\dog.501.jpg,dog
data\cats\cat.4937.jpg,cat
data\cats\cat.4592.jpg,cat
data\dogs\dog.2655.jpg,dog
data\cats\cat.2826.jpg,cat
data\dogs\dog.1670.jpg,dog
data\cats\cat.2360.jpg,cat
data\cats\cat.873.jpg,cat
data\cats\cat.3520.jpg,cat
data\cats\cat.381.jpg,cat
data\cats\cat.794.jpg,cat
data\cats\cat.2589.jpg,cat
data\dogs\dog.4461.jpg,dog
data\dogs\dog.2038.jpg,dog
data\cats\cat.3805.jpg,cat
data\dogs\dog.242.jpg,dog
data\dogs\dog.1471.jpg,dog
data\cats\cat.1002.jpg,cat
data\dogs\dog.589.jpg,dog
data\dogs\dog.447.jpg,dog
data\dogs\dog.3263.jpg,dog
data\cats\cat.4415.jpg,cat
data\dogs\dog.2455.jpg,dog
data\cats\cat.4753.jpg,cat
data\cats\cat.3057.jpg,cat
data\dogs\dog.1900.jpg,dog
data\dogs\dog.2989.jpg,dog
data\dogs\dog.2398.jpg,dog
data\dogs\dog.1125.jpg,dog
data\cats\cat.463.jpg,cat
data\dogs\dog.4989.jpg,dog
data\cats\cat.1311.jpg,cat
data\dogs\dog.3381.jpg,dog
data\dogs\dog.4403.jpg,dog
data\cats\cat.4891.jpg,cat
data\dogs\dog.2138.jpg,dog
data\cats\cat.4247.jpg,cat
data\cats\cat.2249.jpg,cat
data\cats\cat.1045.jpg,cat
data\cats\cat.1423.jpg,cat
data\cats\cat.2352.jpg,cat
data\cats\cat.1610.jpg,cat
data\dogs\dog.3667.jpg,dog
data\dogs\dog.4100.jpg,dog
data\cats\cat.3829.jpg,cat
data\cats\cat.1643.jpg,cat
data\cats\cat.2292.jpg,cat
data\cats\cat.3355.jpg,cat
data\cats\cat.1460.jpg,cat
data\cats\cat.2817.jpg,cat
data\cats\cat.2134.jpg,cat
data\dogs\dog.2267.jpg,dog
data\dogs\dog.797.jpg,dog
data\cats\cat.1263.jpg,cat
data\cats\cat.1932.jpg,cat
data\cats\cat.3695.jpg,cat
data\cats\cat.3708.jpg,cat
data\dogs\dog.4307.jpg,dog
data\cats\cat.3586.jpg,cat
data\cats\cat.2017.jpg,cat
data\cats\cat.2727.jpg,cat
data\dogs\dog.4811.jpg,dog
data\cats\cat.1298.jpg,cat
data\dogs\dog.1705.jpg,dog
data\cats\cat.1667.jpg,cat
data\dogs\dog.792.jpg,dog
data\dogs\dog.3439.jpg,dog
data\cats\cat.3020.jpg,cat
data\dogs\dog.3525.jpg,dog
data\dogs\dog.4178.jpg,dog
data\cats\cat.852.jpg,cat
data\cats\cat.606.jpg,cat
data\cats\cat.2833.jpg,cat
data\dogs\dog.72.jpg,dog
data\dogs\dog.2501.jpg,dog
data\dogs\dog.748.jpg,dog
data\cats\cat.4603.jpg,cat
data\cats\cat.3786.jpg,cat
data\dogs\dog.4566.jpg,dog
data\dogs\dog.617.jpg,dog
data\cats\cat.1407.jpg,cat
data\dogs\dog.3640.jpg,dog
data\cats\cat.4201.jpg,cat
data\cats\cat.4707.jpg,cat
data\cats\cat.2983.jpg,cat
data\dogs\dog.4385.jpg,dog
data\dogs\dog.898.jpg,dog
data\cats\cat.819.jpg,cat
data\cats\cat.4365.jpg,cat
data\cats\cat.4021.jpg,cat
data\dogs\dog.811.jpg,dog
data\cats\cat.2300.jpg,cat
data\dogs\dog.2094.jpg,dog
data\dogs\dog.102.jpg,dog
data\dogs\dog.1168.jpg,dog
data\dogs\dog.504.jpg,dog
data\dogs\dog.4701.jpg,dog
data\dogs\dog.3871.jpg,dog
data\dogs\dog.4550.jpg,dog
data\cats\cat.4122.jpg,cat
data\dogs\dog.2199.jpg,dog
data\cats\cat.2224.jpg,cat
data\dogs\dog.3803.jpg,dog
data\dogs\dog.81.jpg,dog
data\dogs\dog.2878.jpg,dog
data\cats\cat.2913.jpg,cat
data\cats\cat.2529.jpg,cat
data\dogs\dog.4018.jpg,dog
data\dogs\dog.2203.jpg,dog
data\dogs\dog.2754.jpg,dog
data\dogs\dog.3457.jpg,dog
data\dogs\dog.1610.jpg,dog
data\cats\cat.1315.jpg,cat
data\dogs\dog.2606.jpg,dog
data\dogs\dog.183.jpg,dog
data\dogs\dog.625.jpg,dog
data\cats\cat.2456.jpg,cat
data\dogs\dog.810.jpg,dog
data\cats\cat.864.jpg,cat
data\dogs\dog.1341.jpg,dog
data\cats\cat.1257.jpg,cat
data\cats\cat.3552.jpg,cat
data\dogs\dog.1441.jpg,dog
data\cats\cat.2475.jpg,cat
data\cats\cat.1943.jpg,cat
data\cats\cat.1352.jpg,cat
data\cats\cat.1828.jpg,cat
data\cats\cat.978.jpg,cat
data\cats\cat.4893.jpg,cat
data\cats\cat.1382.jpg,cat
data\cats\cat.1744.jpg,cat
data\dogs\dog.1726.jpg,dog
data\dogs\dog.4287.jpg,dog
data\dogs\dog.1533.jpg,dog
data\cats\cat.1535.jpg,cat
data\cats\cat.2785.jpg,cat
data\dogs\dog.3360.jpg,dog
data\cats\cat.283.jpg,cat
data\cats\cat.4807.jpg,cat
data\dogs\dog.99.jpg,dog
data\cats\cat.578.jpg,cat
data\dogs\dog.754.jpg,dog
data\dogs\dog.3517.jpg,dog
data\dogs\dog.4770.jpg,dog
data\cats\cat.3502.jpg,cat
data\cats\cat.2469.jpg,cat
data\cats\cat.2539.jpg,cat
data\dogs\dog.1360.jpg,dog
data\cats\cat.3215.jpg,cat
data\dogs\dog.4911.jpg,dog
data\dogs\dog.1007.jpg,dog
data\cats\cat.128.jpg,cat
data\cats\cat.384.jpg,cat
data\dogs\dog.788.jpg,dog
data\cats\cat.677.jpg,cat
data\cats\cat.1764.jpg,cat
data\dogs\dog.1630.jpg,dog
data\dogs\dog.4841.jpg,dog
data\cats\cat.1337.jpg,cat
data\dogs\dog.859.jpg,dog
data\cats\cat.4243.jpg,cat
data\dogs\dog.2291.jpg,dog
data\cats\cat.431.jpg,cat
data\dogs\dog.1580.jpg,dog
data\dogs\dog.4084.jpg,dog
data\dogs\dog.2811.jpg,dog
data\cats\cat.17.jpg,cat
data\cats\cat.762.jpg,cat
data\cats\cat.4239.jpg,cat
data\dogs\dog.2074.jpg,dog
data\cats\cat.1464.jpg,cat
data\dogs\dog.4197.jpg,dog
data\dogs\dog.1870.jpg,dog
data\dogs\dog.1347.jpg,dog
data\cats\cat.3720.jpg,cat
data\dogs\dog.4680.jpg,dog
data\cats\cat.2336.jpg,cat
data\cats\cat.3086.jpg,cat
data\cats\cat.2149.jpg,cat
data\cats\cat.1334.jpg,cat
data\dogs\dog.4399.jpg,dog
data\cats\cat.2767.jpg,cat
data\cats\cat.306.jpg,cat
data\cats\cat.4926.jpg,cat
data\cats\cat.3758.jpg,cat
data\cats\cat.4015.jpg,cat
data\dogs\dog.3868.jpg,dog
data\dogs\dog.116.jpg,dog
data\dogs\dog.1593.jpg,dog
data\dogs\dog.3735.jpg,dog
data\cats\cat.3739.jpg,cat
data\dogs\dog.3187.jpg,dog
data\cats\cat.2079.jpg,cat
data\cats\cat.838.jpg,cat
data\dogs\dog.4249.jpg,dog
data\cats\cat.3369.jpg,cat
data\cats\cat.3747.jpg,cat
data\dogs\dog.4776.jpg,dog
data\dogs\dog.1979.jpg,dog
data\cats\cat.2178.jpg,cat
data\dogs\dog.2318.jpg,dog
data\cats\cat.1831.jpg,cat
data\dogs\dog.3117.jpg,dog
data\cats\cat.4741.jpg,cat
data\dogs\dog.2319.jpg,dog
data\cats\cat.4734.jpg,cat
data\cats\cat.2009.jpg,cat
data\cats\cat.3162.jpg,cat
data\cats\cat.93.jpg,cat
data\dogs\dog.1207.jpg,dog
data\dogs\dog.3484.jpg,dog
data\cats\cat.2816.jpg,cat
data\cats\cat.2516.jpg,cat
data\cats\cat.4845.jpg,cat
data\cats\cat.4494.jpg,cat
data\cats\cat.2117.jpg,cat
data\dogs\dog.861.jpg,dog
data\dogs\dog.553.jpg,dog
data\dogs\dog.546.jpg,dog
data\dogs\dog.2653.jpg,dog
data\cats\cat.4608.jpg,cat
data\cats\cat.4418.jpg,cat
data\dogs\dog.3220.jpg,dog
data\cats\cat.3444.jpg,cat
data\cats\cat.3501.jpg,cat
data\dogs\dog.2525.jpg,dog
data\dogs\dog.4748.jpg,dog
data\dogs\dog.2637.jpg,dog
data\dogs\dog.335.jpg,dog
data\dogs\dog.251.jpg,dog
data\cats\cat.1752.jpg,cat
data\dogs\dog.3516.jpg,dog
data\dogs\dog.3562.jpg,dog
data\cats\cat.4579.jpg,cat
data\cats\cat.4398.jpg,cat
data\cats\cat.4793.jpg,cat
data\dogs\dog.4019.jpg,dog
data\cats\cat.1140.jpg,cat
data\dogs\dog.4226.jpg,dog
data\dogs\dog.3702.jpg,dog
data\dogs\dog.3260.jpg,dog
data\cats\cat.1113.jpg,cat
data\cats\cat.756.jpg,cat
data\dogs\dog.32.jpg,dog
data\cats\cat.3454.jpg,cat
data\dogs\dog.480.jpg,dog
data\cats\cat.442.jpg,cat
data\cats\cat.3727.jpg,cat
data\cats\cat.3448.jpg,cat
data\dogs\dog.2102.jpg,dog
data\dogs\dog.1060.jpg,dog
data\cats\cat.4735.jpg,cat
data\cats\cat.1570.jpg,cat
data\cats\cat.92.jpg,cat
data\dogs\dog.2491.jpg,dog
data\dogs\dog.1243.jpg,dog
data\cats\cat.3271.jpg,cat
data\cats\cat.4413.jpg,cat
data\cats\cat.4819.jpg,cat
data\dogs\dog.3814.jpg,dog
data\dogs\dog.2678.jpg,dog
data\cats\cat.3835.jpg,cat
data\dogs\dog.1888.jpg,dog
data\cats\cat.424.jpg,cat
data\dogs\dog.909.jpg,dog
data\dogs\dog.4488.jpg,dog
data\cats\cat.837.jpg,cat
data\dogs\dog.2931.jpg,dog
data\cats\cat.4782.jpg,cat
data\cats\cat.1721.jpg,cat
data\dogs\dog.3527.jpg,dog
data\cats\cat.376.jpg,cat
data\cats\cat.4537.jpg,cat
data\dogs\dog.3625.jpg,dog
data\dogs\dog.3538.jpg,dog
data\cats\cat.1760.jpg,cat
data\cats\cat.2162.jpg,cat
data\cats\cat.3516.jpg,cat
data\dogs\dog.4392.jpg,dog
data\dogs\dog.37.jpg,dog
data\cats\cat.1284.jpg,cat
data\dogs\dog.932.jpg,dog
data\dogs\dog.850.jpg,dog
data\dogs\dog.2632.jpg,dog
data\cats\cat.4206.jpg,cat
data\cats\cat.3826.jpg,cat
data\cats\cat.888.jpg,cat
data\dogs\dog.4472.jpg,dog
data\cats\cat.4672.jpg,cat
data\cats\cat.4340.jpg,cat
data\dogs\dog.1374.jpg,dog
data\dogs\dog.4798.jpg,dog
data\cats\cat.2256.jpg,cat
data\dogs\dog.237.jpg,dog
data\cats\cat.4484.jpg,cat
data\cats\cat.4487.jpg,cat
data\cats\cat.1044.jpg,cat
data\dogs\dog.4418.jpg,dog
data\cats\cat.1618.jpg,cat
data\cats\cat.3944.jpg,cat
data\cats\cat.3259.jpg,cat
data\cats\cat.1873.jpg,cat
data\cats\cat.3424.jpg,cat
data\cats\cat.2630.jpg,cat
data\cats\cat.363.jpg,cat
data\dogs\dog.4598.jpg,dog
data\cats\cat.1291.jpg,cat
data\dogs\dog.4401.jpg,dog
data\dogs\dog.1170.jpg,dog
data\cats\cat.3335.jpg,cat
data\cats\cat.297.jpg,cat
data\cats\cat.3598.jpg,cat
data\dogs\dog.2492.jpg,dog
data\dogs\dog.2807.jpg,dog
data\dogs\dog.4780.jpg,dog
data\dogs\dog.171.jpg,dog
data\cats\cat.4427.jpg,cat
data\dogs\dog.2744.jpg,dog
data\dogs\dog.1048.jpg,dog
data\cats\cat.4042.jpg,cat
data\cats\cat.3323.jpg,cat
data\dogs\dog.3615.jpg,dog
data\cats\cat.2484.jpg,cat
data\dogs\dog.4747.jpg,dog
data\dogs\dog.724.jpg,dog
data\cats\cat.4115.jpg,cat
data\dogs\dog.1093.jpg,dog
data\cats\cat.4517.jpg,cat
data\cats\cat.2425.jpg,cat
data\dogs\dog.1018.jpg,dog
data\cats\cat.3087.jpg,cat
data\dogs\dog.2463.jpg,dog
data\dogs\dog.3734.jpg,dog
data\dogs\dog.1230.jpg,dog
data\cats\cat.704.jpg,cat
data\cats\cat.4630.jpg,cat
data\dogs\dog.2002.jpg,dog
data\cats\cat.3171.jpg,cat
data\dogs\dog.2085.jpg,dog
data\cats\cat.3824.jpg,cat
data\cats\cat.675.jpg,cat
data\dogs\dog.1066.jpg,dog
data\cats\cat.1190.jpg,cat
data\dogs\dog.4146.jpg,dog
data\cats\cat.2026.jpg,cat
data\cats\cat.1472.jpg,cat
data\dogs\dog.520.jpg,dog
data\cats\cat.1912.jpg,cat
data\cats\cat.1955.jpg,cat
data\dogs\dog.4093.jpg,dog
data\dogs\dog.614.jpg,dog
data\cats\cat.4327.jpg,cat
data\dogs\dog.1655.jpg,dog
data\dogs\dog.4887.jpg,dog
data\dogs\dog.2841.jpg,dog
data\cats\cat.1520.jpg,cat
data\cats\cat.2930.jpg,cat
data\cats\cat.4261.jpg,cat
data\dogs\dog.264.jpg,dog
data\dogs\dog.565.jpg,dog
data\dogs\dog.4453.jpg,dog
data\dogs\dog.3305.jpg,dog
data\dogs\dog.766.jpg,dog
data\cats\cat.3531.jpg,cat
data\cats\cat.529.jpg,cat
data\cats\cat.51.jpg,cat
data\cats\cat.3553.jpg,cat
data\dogs\dog.3621.jpg,dog
data\dogs\dog.53.jpg,dog
data\cats\cat.421.jpg,cat
data\dogs\dog.4706.jpg,dog
data\dogs\dog.2109.jpg,dog
data\cats\cat.3352.jpg,cat
data\dogs\dog.4318.jpg,dog
data\dogs\dog.1657.jpg,dog
data\dogs\dog.667.jpg,dog
data\cats\cat.4216.jpg,cat
data\cats\cat.3505.jpg,cat
data\cats\cat.1001.jpg,cat
data\dogs\dog.86.jpg,dog
data\dogs\dog.3326.jpg,dog
data\cats\cat.1317.jpg,cat
data\dogs\dog.4466.jpg,dog
data\dogs\dog.422.jpg,dog
data\cats\cat.4221.jpg,cat
data\dogs\dog.2936.jpg,dog
data\cats\cat.834.jpg,cat
data\dogs\dog.4266.jpg,dog
data\cats\cat.2801.jpg,cat
data\dogs\dog.207.jpg,dog
data\dogs\dog.378.jpg,dog
data\cats\cat.1927.jpg,cat
data\dogs\dog.3970.jpg,dog
data\cats\cat.4298.jpg,cat
data\cats\cat.4220.jpg,cat
data\dogs\dog.2956.jpg,dog
data\dogs\dog.83.jpg,dog
data\dogs\dog.4455.jpg,dog
data\dogs\dog.1891.jpg,dog
data\cats\cat.1375.jpg,cat
data\dogs\dog.274.jpg,dog
data\dogs\dog.762.jpg,dog
data\cats\cat.882.jpg,cat
data\dogs\dog.2054.jpg,dog
data\dogs\dog.518.jpg,dog
data\cats\cat.2005.jpg,cat
data\dogs\dog.4957.jpg,dog
data\cats\cat.3899.jpg,cat
data\dogs\dog.2358.jpg,dog
data\dogs\dog.3717.jpg,dog
data\cats\cat.1669.jpg,cat
data\dogs\dog.1004.jpg,dog
data\cats\cat.3645.jpg,cat
data\cats\cat.124.jpg,cat
data\dogs\dog.4553.jpg,dog
data\cats\cat.3063.jpg,cat
data\dogs\dog.1355.jpg,dog
data\dogs\dog.4682.jpg,dog
data\dogs\dog.4934.jpg,dog
data\cats\cat.2231.jpg,cat
data\cats\cat.507.jpg,cat
data\dogs\dog.2521.jpg,dog
data\dogs\dog.230.jpg,dog
data\dogs\dog.3749.jpg,dog
data\dogs\dog.474.jpg,dog
data\dogs\dog.1964.jpg,dog
data\dogs\dog.4551.jpg,dog
data\dogs\dog.4964.jpg,dog
data\dogs\dog.613.jpg,dog
data\dogs\dog.1612.jpg,dog
data\cats\cat.3541.jpg,cat
data\cats\cat.1963.jpg,cat
data\dogs\dog.4999.jpg,dog
data\cats\cat.4080.jpg,cat
data\cats\cat.3660.jpg,cat
data\cats\cat.1218.jpg,cat
data\cats\cat.1804.jpg,cat
data\cats\cat.2478.jpg,cat
data\dogs\dog.3456.jpg,dog
data\cats\cat.4812.jpg,cat
data\cats\cat.2206.jpg,cat
data\dogs\dog.4944.jpg,dog
data\cats\cat.1619.jpg,cat
data\dogs\dog.3009.jpg,dog
data\cats\cat.3.jpg,cat
data\dogs\dog.505.jpg,dog
data\cats\cat.266.jpg,cat
data\cats\cat.1724.jpg,cat
data\cats\cat.2065.jpg,cat
data\dogs\dog.159.jpg,dog
data\dogs\dog.1541.jpg,dog
data\dogs\dog.3570.jpg,dog
data\dogs\dog.1780.jpg,dog
data\dogs\dog.3522.jpg,dog
data\dogs\dog.2329.jpg,dog
data\dogs\dog.1346.jpg,dog
data\dogs\dog.699.jpg,dog
data\dogs\dog.2171.jpg,dog
data\cats\cat.2310.jpg,cat
data\dogs\dog.1680.jpg,dog
data\dogs\dog.3271.jpg,dog
data\dogs\dog.1757.jpg,dog
data\dogs\dog.4891.jpg,dog
data\dogs\dog.4166.jpg,dog
data\dogs\dog.3129.jpg,dog
data\cats\cat.3425.jpg,cat
data\cats\cat.1903.jpg,cat
data\cats\cat.4510.jpg,cat
data\dogs\dog.1065.jpg,dog
data\dogs\dog.3034.jpg,dog
data\cats\cat.2586.jpg,cat
data\dogs\dog.2383.jpg,dog
data\cats\cat.4628.jpg,cat
data\cats\cat.2283.jpg,cat
data\dogs\dog.2615.jpg,dog
data\cats\cat.4257.jpg,cat
data\dogs\dog.2026.jpg,dog
data\dogs\dog.1961.jpg,dog
data\dogs\dog.2674.jpg,dog
data\cats\cat.2780.jpg,cat
data\cats\cat.4323.jpg,cat
data\dogs\dog.2909.jpg,dog
data\dogs\dog.2376.jpg,dog
data\cats\cat.2116.jpg,cat
data\dogs\dog.2580.jpg,dog
data\dogs\dog.4396.jpg,dog
data\dogs\dog.3265.jpg,dog
data\dogs\dog.4567.jpg,dog
data\dogs\dog.2496.jpg,dog
data\cats\cat.1478.jpg,cat
data\cats\cat.2064.jpg,cat
data\cats\cat.2195.jpg,cat
data\dogs\dog.4015.jpg,dog
data\cats\cat.2695.jpg,cat
data\cats\cat.2591.jpg,cat
data\cats\cat.620.jpg,cat
data\dogs\dog.1417.jpg,dog
data\dogs\dog.1147.jpg,dog
data\dogs\dog.3279.jpg,dog
data\dogs\dog.4087.jpg,dog
data\cats\cat.1336.jpg,cat
data\dogs\dog.3613.jpg,dog
data\cats\cat.3248.jpg,cat
data\dogs\dog.4500.jpg,dog
data\dogs\dog.1530.jpg,dog
data\dogs\dog.443.jpg,dog
data\cats\cat.1552.jpg,cat
data\dogs\dog.4369.jpg,dog
data\cats\cat.1143.jpg,cat
data\cats\cat.2346.jpg,cat
data\dogs\dog.2282.jpg,dog
data\cats\cat.2763.jpg,cat
data\dogs\dog.4137.jpg,dog
data\cats\cat.4681.jpg,cat
data\cats\cat.4167.jpg,cat
data\dogs\dog.3319.jpg,dog
data\dogs\dog.2616.jpg,dog
data\cats\cat.3406.jpg,cat
data\cats\cat.4716.jpg,cat
data\dogs\dog.213.jpg,dog
data\dogs\dog.220.jpg,dog
data\dogs\dog.4102.jpg,dog
data\dogs\dog.1931.jpg,dog
data\cats\cat.4095.jpg,cat
data\dogs\dog.2104.jpg,dog
data\dogs\dog.3741.jpg,dog
data\dogs\dog.1104.jpg,dog
data\dogs\dog.3498.jpg,dog
data\dogs\dog.842.jpg,dog
data\cats\cat.46.jpg,cat
data\cats\cat.2049.jpg,cat
data\dogs\dog.1899.jpg,dog
data\dogs\dog.3643.jpg,dog
data\cats\cat.3892.jpg,cat
data\cats\cat.64.jpg,cat
data\dogs\dog.1582.jpg,dog
data\dogs\dog.46.jpg,dog
data\cats\cat.402.jpg,cat
data\dogs\dog.3824.jpg,dog
data\dogs\dog.1857.jpg,dog
data\dogs\dog.2020.jpg,dog
data\cats\cat.1761.jpg,cat
data\cats\cat.4152.jpg,cat
data\cats\cat.1844.jpg,cat
data\cats\cat.3109.jpg,cat
data\dogs\dog.2548.jpg,dog
data\cats\cat.3062.jpg,cat
data\cats\cat.499.jpg,cat
data\cats\cat.4302.jpg,cat
data\cats\cat.3707.jpg,cat
data\dogs\dog.4351.jpg,dog
data\cats\cat.4277.jpg,cat
data\dogs\dog.3731.jpg,dog
data\cats\cat.2627.jpg,cat
data\cats\cat.4342.jpg,cat
data\dogs\dog.1824.jpg,dog
data\dogs\dog.1728.jpg,dog
data\cats\cat.492.jpg,cat
data\cats\cat.1573.jpg,cat
data\dogs\dog.4138.jpg,dog
data\dogs\dog.1348.jpg,dog
data\cats\cat.336.jpg,cat
data\cats\cat.1539.jpg,cat
data\dogs\dog.2769.jpg,dog
data\dogs\dog.656.jpg,dog
data\dogs\dog.4421.jpg,dog
data\cats\cat.2665.jpg,cat
data\cats\cat.669.jpg,cat
data\dogs\dog.1311.jpg,dog
data\dogs\dog.4902.jpg,dog
data\cats\cat.1755.jpg,cat
data\dogs\dog.4458.jpg,dog
data\dogs\dog.3674.jpg,dog
data\cats\cat.3136.jpg,cat
data\cats\cat.2314.jpg,cat
data\dogs\dog.2729.jpg,dog
data\cats\cat.1931.jpg,cat
data\dogs\dog.602.jpg,dog
data\cats\cat.4668.jpg,cat
data\cats\cat.4888.jpg,cat
data\cats\cat.3982.jpg,cat
data\dogs\dog.881.jpg,dog
data\dogs\dog.4463.jpg,dog
data\dogs\dog.3433.jpg,dog
data\cats\cat.511.jpg,cat
data\cats\cat.3224.jpg,cat
data\dogs\dog.1970.jpg,dog
data\dogs\dog.4728.jpg,dog
data\cats\cat.1633.jpg,cat
data\cats\cat.3828.jpg,cat
data\cats\cat.4274.jpg,cat
data\cats\cat.3799.jpg,cat
data\cats\cat.1405.jpg,cat
data\dogs\dog.3108.jpg,dog
data\dogs\dog.4695.jpg,dog
data\dogs\dog.2178.jpg,dog
data\dogs\dog.2448.jpg,dog
data\dogs\dog.4316.jpg,dog
data\dogs\dog.3356.jpg,dog
data\dogs\dog.1489.jpg,dog
data\cats\cat.651.jpg,cat
data\cats\cat.1247.jpg,cat
data\cats\cat.660.jpg,cat
data\cats\cat.2458.jpg,cat
data\cats\cat.411.jpg,cat
data\dogs\dog.4185.jpg,dog
data\dogs\dog.1046.jpg,dog
data\dogs\dog.1959.jpg,dog
data\dogs\dog.2942.jpg,dog
data\dogs\dog.1299.jpg,dog
data\dogs\dog.471.jpg,dog
data\dogs\dog.1877.jpg,dog
data\cats\cat.1613.jpg,cat
data\dogs\dog.165.jpg,dog
data\cats\cat.2234.jpg,cat
data\cats\cat.3964.jpg,cat
data\cats\cat.3973.jpg,cat
data\cats\cat.764.jpg,cat
data\dogs\dog.4338.jpg,dog
data\cats\cat.2097.jpg,cat
data\dogs\dog.794.jpg,dog
data\dogs\dog.2987.jpg,dog
data\dogs\dog.3818.jpg,dog
data\dogs\dog.1211.jpg,dog
data\dogs\dog.4885.jpg,dog
data\dogs\dog.1198.jpg,dog
data\dogs\dog.2508.jpg,dog
data\dogs\dog.3954.jpg,dog
data\cats\cat.4907.jpg,cat
data\dogs\dog.4053.jpg,dog
data\cats\cat.605.jpg,cat
data\dogs\dog.976.jpg,dog
data\dogs\dog.3718.jpg,dog
data\dogs\dog.2240.jpg,dog
data\cats\cat.4500.jpg,cat
data\dogs\dog.3403.jpg,dog
data\dogs\dog.4673.jpg,dog
data\cats\cat.2842.jpg,cat
data\cats\cat.4054.jpg,cat
data\cats\cat.3547.jpg,cat
data\cats\cat.2414.jpg,cat
data\dogs\dog.2737.jpg,dog
data\cats\cat.4501.jpg,cat
data\cats\cat.3382.jpg,cat
data\dogs\dog.1148.jpg,dog
data\cats\cat.2011.jpg,cat
data\dogs\dog.3859.jpg,dog
data\cats\cat.4528.jpg,cat
data\dogs\dog.3055.jpg,dog
data\cats\cat.973.jpg,cat
data\dogs\dog.2657.jpg,dog
data\dogs\dog.2914.jpg,dog
data\cats\cat.3802.jpg,cat
data\cats\cat.2252.jpg,cat
data\cats\cat.534.jpg,cat
data\dogs\dog.846.jpg,dog
data\cats\cat.824.jpg,cat
data\dogs\dog.1992.jpg,dog
data\dogs\dog.3891.jpg,dog
data\cats\cat.4969.jpg,cat
data\cats\cat.2527.jpg,cat
data\dogs\dog.3900.jpg,dog
data\dogs\dog.2598.jpg,dog
data\dogs\dog.4685.jpg,dog
data\cats\cat.790.jpg,cat
data\cats\cat.4865.jpg,cat
data\cats\cat.1192.jpg,cat
data\dogs\dog.958.jpg,dog
data\cats\cat.4031.jpg,cat
data\dogs\dog.682.jpg,dog
data\cats\cat.3612.jpg,cat
data\dogs\dog.761.jpg,dog
data\cats\cat.248.jpg,cat
data\cats\cat.614.jpg,cat
data\dogs\dog.4361.jpg,dog
data\dogs\dog.265.jpg,dog
data\cats\cat.1150.jpg,cat
data\dogs\dog.704.jpg,dog
data\dogs\dog.2800.jpg,dog
data\cats\cat.1056.jpg,cat
data\dogs\dog.1658.jpg,dog
data\dogs\dog.4020.jpg,dog
data\cats\cat.4701.jpg,cat
data\dogs\dog.3683.jpg,dog
data\dogs\dog.2464.jpg,dog
data\cats\cat.457.jpg,cat
data\dogs\dog.637.jpg,dog
data\cats\cat.1952.jpg,cat
data\dogs\dog.3790.jpg,dog
data\dogs\dog.2377.jpg,dog
data\dogs\dog.3863.jpg,dog
data\dogs\dog.2982.jpg,dog
data\dogs\dog.4969.jpg,dog
data\cats\cat.4576.jpg,cat
data\dogs\dog.1440.jpg,dog
data\cats\cat.3522.jpg,cat
data\dogs\dog.1300.jpg,dog
data\cats\cat.1973.jpg,cat
data\cats\cat.4934.jpg,cat
data\cats\cat.4666.jpg,cat
data\dogs\dog.4556.jpg,dog
data\cats\cat.1221.jpg,cat
data\dogs\dog.4977.jpg,dog
data\dogs\dog.358.jpg,dog
data\cats\cat.2209.jpg,cat
data\cats\cat.1673.jpg,cat
data\dogs\dog.4531.jpg,dog
data\cats\cat.856.jpg,cat
data\cats\cat.4660.jpg,cat
data\dogs\dog.3532.jpg,dog
data\cats\cat.4814.jpg,cat
data\dogs\dog.489.jpg,dog
data\dogs\dog.1123.jpg,dog
data\dogs\dog.534.jpg,dog
data\dogs\dog.2328.jpg,dog
data\dogs\dog.3053.jpg,dog
data\cats\cat.3429.jpg,cat
data\cats\cat.4736.jpg,cat
data\dogs\dog.1581.jpg,dog
data\dogs\dog.4559.jpg,dog
data\cats\cat.4001.jpg,cat
data\dogs\dog.4670.jpg,dog
data\cats\cat.1442.jpg,cat
data\dogs\dog.1883.jpg,dog
data\cats\cat.2448.jpg,cat
data\cats\cat.4318.jpg,cat
data\dogs\dog.3584.jpg,dog
data\dogs\dog.2022.jpg,dog
data\dogs\dog.1605.jpg,dog
data\cats\cat.4170.jpg,cat
data\dogs\dog.4176.jpg,dog
data\cats\cat.600.jpg,cat
data\cats\cat.558.jpg,cat
data\cats\cat.3054.jpg,cat
data\cats\cat.4970.jpg,cat
data\cats\cat.4475.jpg,cat
data\cats\cat.979.jpg,cat
data\dogs\dog.257.jpg,dog
data\cats\cat.3404.jpg,cat
data\cats\cat.3721.jpg,cat
data\cats\cat.2491.jpg,cat
data\cats\cat.517.jpg,cat
data\cats\cat.2706.jpg,cat
data\cats\cat.3767.jpg,cat
data\cats\cat.3984.jpg,cat
data\cats\cat.1169.jpg,cat
data\dogs\dog.1983.jpg,dog
data\dogs\dog.3153.jpg,dog
data\dogs\dog.3981.jpg,dog
data\cats\cat.4322.jpg,cat
data\cats\cat.3139.jpg,cat
data\dogs\dog.803.jpg,dog
data\cats\cat.4831.jpg,cat
